codec,corpus,direction,level,block,ratio,throughput_MBps,p50_us,p99_us,p999_us,cpu_frac,cores_freed
sw-zstd,egress-6-280108b.bin,compress,9,0,0.2360,147.1,1901.70,1947.85,1950.48,1.000,0.000
sw-zstd,egress-6-280108b.bin,decompress,9,0,0.2360,1276.2,219.34,221.68,222.11,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,8192,0.3437,327.0,11.45,13.22,13.82,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,8192,0.3437,616.9,6.05,7.76,8.90,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,16384,0.3437,327.4,11.45,13.11,13.17,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,16384,0.3437,618.7,6.04,6.97,7.04,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,32768,0.3437,327.7,11.43,12.29,12.37,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,32768,0.3437,618.3,6.05,6.86,6.94,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,65536,0.3437,327.5,11.45,12.23,12.26,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,65536,0.3437,618.9,6.05,6.86,6.88,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,131072,0.3437,327.6,11.43,12.19,12.28,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,131072,0.3437,616.8,6.04,6.98,10.19,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,1,0,0.3437,326.8,11.45,14.90,15.93,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,1,0,0.3437,619.0,6.04,6.88,6.89,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,8192,0.3639,298.4,12.55,13.46,13.55,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,8192,0.3639,602.1,6.21,6.82,7.41,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,16384,0.3639,299.2,12.52,13.56,13.60,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,16384,0.3639,601.7,6.22,6.36,6.98,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,32768,0.3639,299.4,12.52,13.60,13.92,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,32768,0.3639,603.3,6.23,6.31,6.32,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,65536,0.3639,300.1,12.52,12.80,13.51,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,65536,0.3639,600.9,6.22,7.56,7.76,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,131072,0.3639,299.9,12.48,14.49,14.54,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,131072,0.3639,603.7,6.21,6.37,6.40,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,3,0,0.3639,299.9,12.48,14.13,14.33,1.001,0.000
sw-zstd,egress-1-3759b.bin,decompress,3,0,0.3639,603.8,6.21,6.33,6.34,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,8192,0.3285,123.6,30.35,32.16,32.65,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,6,8192,0.3285,653.7,5.74,5.84,5.84,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,16384,0.3285,123.7,30.31,31.80,32.54,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,6,16384,0.3285,653.4,5.75,5.85,5.88,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,32768,0.3285,122.9,30.32,31.73,35.10,0.993,0.007
sw-zstd,egress-1-3759b.bin,decompress,6,32768,0.3285,653.1,5.75,5.85,6.49,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,65536,0.3285,123.7,30.30,32.27,32.38,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,6,65536,0.3285,654.0,5.74,5.85,5.85,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,131072,0.3285,124.0,30.29,31.55,32.31,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,6,131072,0.3285,653.5,5.75,5.84,5.85,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,6,0,0.3285,123.3,30.31,34.94,35.78,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,6,0,0.3285,652.1,5.75,5.84,5.87,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,9,8192,0.3285,32.1,116.84,120.00,120.13,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,9,8192,0.3285,654.3,5.74,5.83,5.85,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,9,16384,0.3285,32.1,116.70,122.42,123.56,0.999,0.001
sw-zstd,egress-1-3759b.bin,decompress,9,16384,0.3285,652.0,5.74,5.84,5.85,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,9,32768,0.3285,32.1,116.83,120.72,122.40,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,9,32768,0.3285,654.2,5.74,5.85,5.89,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,9,65536,0.3285,32.1,116.74,119.89,120.19,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,9,65536,0.3285,652.8,5.74,5.84,5.85,1.002,0.000
sw-zstd,egress-1-3759b.bin,compress,9,131072,0.3285,32.1,116.70,120.02,121.98,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,9,131072,0.3285,653.4,5.75,5.84,5.86,1.000,0.000
sw-zstd,egress-1-3759b.bin,compress,9,0,0.3285,32.1,116.73,119.80,119.97,1.000,0.000
sw-zstd,egress-1-3759b.bin,decompress,9,0,0.3285,653.4,5.75,5.84,5.86,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,1,8192,0.0200,2298.0,3.53,3.88,4.35,0.996,0.004
sw-zstd,ingress-4-206903b.bin,decompress,1,8192,0.0200,3171.4,2.47,3.14,3.17,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,1,16384,0.0964,657.7,24.87,25.88,26.36,1.001,0.000
sw-zstd,ingress-4-206903b.bin,decompress,1,16384,0.0964,1273.1,12.80,13.84,14.34,0.999,0.001
sw-zstd,ingress-4-206903b.bin,compress,1,32768,0.1155,628.4,52.09,53.17,53.31,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,1,32768,0.1155,1096.1,29.79,31.81,31.93,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,1,65536,0.1230,587.7,111.32,116.04,116.11,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,1,65536,0.1230,1208.6,54.16,55.08,55.21,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,1,131072,0.1653,568.0,230.42,236.13,236.42,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,1,131072,0.1653,1018.6,128.54,130.57,130.66,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,1,0,0.2722,654.4,315.36,325.74,328.13,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,1,0,0.2722,1203.0,171.72,176.46,177.22,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,8192,0.0200,2236.0,3.62,4.13,6.94,1.003,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,8192,0.0200,3320.3,2.44,2.78,2.79,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,16384,0.1078,584.9,28.00,29.14,31.94,1.001,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,16384,0.1078,1332.4,12.31,12.75,13.31,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,32768,0.1678,544.1,60.08,64.59,64.74,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,32768,0.1678,1219.5,27.27,28.27,29.75,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,65536,0.2063,502.9,129.74,138.09,138.36,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,65536,0.2063,1187.5,55.60,57.83,58.60,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,131072,0.2139,484.3,269.85,277.43,278.13,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,131072,0.2139,1079.5,122.03,126.58,126.71,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,3,0,0.2643,488.0,423.42,433.11,433.35,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,3,0,0.2643,1143.1,181.32,187.22,187.39,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,8192,0.0194,819.9,9.92,10.81,14.57,1.001,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,8192,0.0194,6214.8,1.25,1.82,1.82,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,16384,0.0737,216.3,75.62,78.18,78.72,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,16384,0.0737,1695.9,9.63,10.03,11.44,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,32768,0.1016,221.1,146.14,205.71,206.01,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,32768,0.1016,1296.6,25.16,29.25,29.33,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,65536,0.1150,194.5,334.08,365.04,366.93,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,65536,0.1150,1215.2,53.86,54.78,54.81,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,131072,0.1654,175.7,741.42,801.59,801.88,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,131072,0.1654,1021.9,127.95,132.46,132.48,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,6,0,0.2693,195.6,1053.93,1108.00,1109.53,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,6,0,0.2693,1173.2,176.07,180.70,180.80,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,8192,0.0194,1311.7,6.23,6.47,6.57,1.001,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,8192,0.0194,6805.3,1.09,1.77,1.77,1.001,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,16384,0.0737,37.5,438.44,442.80,443.06,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,16384,0.0737,1696.6,9.64,10.01,10.42,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,32768,0.1005,86.1,380.69,405.08,405.53,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,32768,0.1005,1297.8,25.10,29.37,29.42,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,65536,0.1137,75.8,865.74,907.32,921.45,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,65536,0.1137,1210.7,53.91,58.18,59.34,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,131072,0.1639,70.9,1852.35,1898.00,1901.12,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,131072,0.1639,1020.2,128.02,134.03,134.58,1.000,0.000
sw-zstd,ingress-4-206903b.bin,compress,9,0,0.2396,81.9,2531.21,2596.06,2597.61,1.000,0.000
sw-zstd,ingress-4-206903b.bin,decompress,9,0,0.2396,1086.2,190.65,194.64,195.29,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,8192,0.4088,202.8,6.47,6.73,6.74,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,8192,0.4088,359.4,3.64,3.92,3.96,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,16384,0.4088,203.9,6.45,6.68,6.70,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,16384,0.4088,362.0,3.63,3.77,3.78,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,32768,0.4088,204.2,6.45,6.66,6.67,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,32768,0.4088,361.5,3.63,3.89,3.90,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,65536,0.4088,203.6,6.46,6.63,6.64,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,65536,0.4088,361.6,3.63,3.95,3.96,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,131072,0.4088,203.8,6.46,6.66,7.30,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,131072,0.4088,362.5,3.63,3.73,3.82,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,1,0,0.4088,203.5,6.47,6.71,6.72,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,1,0,0.4088,362.0,3.63,3.74,3.75,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,8192,0.4271,191.0,6.86,7.13,7.67,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,8192,0.4271,355.1,3.67,4.15,4.74,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,16384,0.4271,191.9,6.82,7.75,7.77,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,16384,0.4271,357.3,3.67,3.89,3.91,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,32768,0.4271,191.7,6.83,7.44,8.45,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,32768,0.4271,355.2,3.68,3.96,4.66,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,65536,0.4271,192.1,6.84,7.18,7.54,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,65536,0.4271,357.8,3.67,3.92,3.98,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,131072,0.4271,191.8,6.83,7.26,7.66,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,131072,0.4271,357.5,3.67,3.81,3.81,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,3,0,0.4271,191.9,6.83,7.62,7.90,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,3,0,0.4271,355.9,3.67,3.90,4.05,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,8192,0.4081,96.6,13.60,14.20,14.47,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,8192,0.4081,380.1,3.46,3.56,3.57,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,16384,0.4081,96.7,13.57,14.58,15.51,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,16384,0.4081,380.0,3.45,3.63,3.79,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,32768,0.4081,96.8,13.55,15.37,15.54,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,32768,0.4081,379.6,3.46,3.65,3.66,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,65536,0.4081,97.0,13.54,14.36,14.39,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,65536,0.4081,380.1,3.46,3.59,3.69,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,131072,0.4081,97.1,13.54,14.17,14.48,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,131072,0.4081,380.0,3.45,3.57,3.69,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,6,0,0.4081,96.7,13.58,15.34,15.42,1.001,0.000
sw-zstd,ingress-0-1316b.bin,decompress,6,0,0.4081,379.8,3.45,3.69,3.69,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,8192,0.4081,36.4,36.11,38.28,38.41,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,8192,0.4081,381.5,3.44,3.69,3.72,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,16384,0.4081,36.4,36.11,37.24,37.46,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,16384,0.4081,382.4,3.44,3.56,3.65,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,32768,0.4081,36.5,36.02,38.88,40.44,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,32768,0.4081,381.9,3.44,3.63,3.68,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,65536,0.4081,36.4,36.06,37.19,37.44,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,65536,0.4081,377.1,3.46,4.02,4.82,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,131072,0.4081,36.4,36.09,37.18,37.34,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,131072,0.4081,379.8,3.45,3.67,3.69,1.000,0.000
sw-zstd,ingress-0-1316b.bin,compress,9,0,0.4081,36.4,36.07,38.09,38.27,1.000,0.000
sw-zstd,ingress-0-1316b.bin,decompress,9,0,0.4081,381.3,3.44,3.54,3.64,0.999,0.001
sw-zstd,ingress-5-258999b.bin,compress,1,8192,0.0149,2141.5,3.81,4.08,4.10,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,1,8192,0.0149,9507.6,0.81,1.13,1.14,1.001,0.000
sw-zstd,ingress-5-258999b.bin,compress,1,16384,0.0587,819.6,19.93,20.92,23.86,1.001,0.000
sw-zstd,ingress-5-258999b.bin,decompress,1,16384,0.0587,2225.8,7.32,8.19,8.23,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,1,32768,0.0926,673.4,48.55,50.63,51.19,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,1,32768,0.0926,1392.1,23.45,24.59,25.80,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,1,65536,0.1097,648.4,100.71,105.45,106.80,0.999,0.001
sw-zstd,ingress-5-258999b.bin,decompress,1,65536,0.1097,1253.1,52.23,53.15,53.41,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,1,131072,0.1228,583.2,224.20,230.64,232.26,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,1,131072,0.1228,1058.2,123.71,125.86,126.22,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,1,0,0.2372,715.7,361.19,370.94,374.16,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,1,0,0.2372,1250.0,206.88,211.39,212.34,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,8192,0.0149,2111.2,3.87,4.07,4.16,1.002,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,8192,0.0149,9112.2,0.82,1.60,1.76,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,16384,0.0587,809.2,20.21,21.67,22.12,1.001,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,16384,0.0587,2222.8,7.31,8.82,11.12,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,32768,0.0927,727.5,44.62,48.11,48.24,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,32768,0.0927,1388.9,23.54,24.39,24.41,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,65536,0.1098,634.1,102.25,110.70,113.20,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,65536,0.1098,1247.4,52.35,56.67,56.98,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,131072,0.1228,563.0,231.09,243.77,244.21,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,131072,0.1228,1057.1,123.73,128.06,128.17,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,3,0,0.2095,567.9,455.51,467.76,468.41,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,3,0,0.2095,1189.9,217.86,222.44,222.86,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,8192,0.0149,1616.8,5.05,5.24,5.52,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,8192,0.0149,9175.7,0.82,1.14,1.15,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,16384,0.0587,267.8,61.01,63.25,63.56,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,16384,0.0587,2210.9,7.32,8.64,11.16,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,32768,0.0929,234.2,138.89,148.99,149.74,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,32768,0.0929,1383.0,23.54,27.28,28.68,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,65536,0.1099,201.7,321.93,349.68,352.10,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,65536,0.1099,1247.9,52.39,56.54,56.67,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,131072,0.1228,187.6,695.61,738.46,748.68,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,131072,0.1228,1058.2,123.73,125.72,125.79,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,6,0,0.2377,236.2,1094.89,1131.21,1137.84,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,6,0,0.2377,1247.8,207.06,211.35,211.36,0.999,0.001
sw-zstd,ingress-5-258999b.bin,compress,9,8192,0.0149,1683.9,4.85,5.14,5.17,1.001,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,8192,0.0149,9246.3,0.81,1.15,1.15,1.001,0.000
sw-zstd,ingress-5-258999b.bin,compress,9,16384,0.0587,64.1,256.38,260.78,261.02,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,16384,0.0587,2204.1,7.32,8.21,12.03,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,9,32768,0.0929,93.7,349.64,358.95,359.91,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,32768,0.0929,1387.0,23.52,26.32,28.71,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,9,65536,0.1099,78.0,840.73,859.31,859.32,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,65536,0.1099,1248.1,52.35,56.50,56.56,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,9,131072,0.1228,77.7,1690.08,1788.87,1804.96,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,131072,0.1228,1057.5,123.83,126.24,126.69,1.000,0.000
sw-zstd,ingress-5-258999b.bin,compress,9,0,0.2152,91.0,2849.85,2894.48,2911.09,1.000,0.000
sw-zstd,ingress-5-258999b.bin,decompress,9,0,0.2152,1151.7,225.24,228.45,229.97,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,8192,0.3475,326.4,11.55,12.29,12.45,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,8192,0.3475,614.2,6.12,6.27,6.95,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,16384,0.3475,326.8,11.54,12.39,12.42,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,16384,0.3475,614.3,6.13,6.54,6.96,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,32768,0.3475,326.8,11.53,12.38,14.89,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,32768,0.3475,612.7,6.12,6.57,10.05,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,65536,0.3475,326.2,11.52,15.57,16.09,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,65536,0.3475,614.7,6.13,6.33,6.45,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,131072,0.3475,324.9,11.55,12.27,13.66,1.002,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,131072,0.3475,615.0,6.12,6.24,6.24,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,1,0,0.3475,326.3,11.54,12.48,12.50,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,1,0,0.3475,613.0,6.13,7.05,7.58,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,8192,0.3642,290.0,13.00,13.80,14.04,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,8192,0.3642,610.7,6.18,6.30,6.38,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,16384,0.3642,290.5,12.99,13.52,13.89,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,16384,0.3642,608.9,6.18,6.33,6.94,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,32768,0.3642,290.7,12.97,13.87,14.06,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,32768,0.3642,608.5,6.18,6.96,6.96,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,65536,0.3642,290.9,12.96,13.81,13.93,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,65536,0.3642,611.1,6.18,6.39,6.75,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,131072,0.3642,290.7,12.98,13.96,13.97,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,131072,0.3642,611.7,6.17,6.28,6.30,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,3,0,0.3642,290.4,12.96,14.49,17.25,1.001,0.000
sw-zstd,ingress-1-3781b.bin,decompress,3,0,0.3642,608.1,6.18,7.43,8.29,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,8192,0.3314,123.5,30.53,32.64,32.66,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,8192,0.3314,648.3,5.78,7.03,10.04,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,16384,0.3314,124.1,30.47,31.29,31.44,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,16384,0.3314,652.8,5.78,5.91,5.92,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,32768,0.3314,124.0,30.43,32.27,32.30,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,32768,0.3314,653.6,5.78,5.87,5.89,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,65536,0.3314,123.9,30.45,31.94,32.13,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,65536,0.3314,654.2,5.78,5.87,5.88,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,131072,0.3314,124.0,30.46,31.59,32.26,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,131072,0.3314,652.1,5.77,5.88,5.88,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,6,0,0.3314,124.0,30.46,31.52,32.22,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,6,0,0.3314,653.7,5.77,5.98,6.56,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,8192,0.3314,32.2,117.19,120.14,121.19,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,9,8192,0.3314,653.1,5.78,5.93,5.96,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,16384,0.3314,32.3,117.20,119.53,120.11,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,9,16384,0.3314,653.4,5.78,5.86,5.88,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,32768,0.3314,32.3,117.01,122.27,123.49,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,9,32768,0.3314,653.6,5.78,5.92,5.96,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,65536,0.3314,32.3,117.16,119.46,119.52,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,9,65536,0.3314,653.1,5.78,5.92,5.94,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,131072,0.3314,32.2,117.00,123.31,127.02,0.999,0.001
sw-zstd,ingress-1-3781b.bin,decompress,9,131072,0.3314,653.7,5.78,5.87,6.53,1.000,0.000
sw-zstd,ingress-1-3781b.bin,compress,9,0,0.3314,32.3,117.20,119.79,120.61,1.000,0.000
sw-zstd,ingress-1-3781b.bin,decompress,9,0,0.3314,653.0,5.78,5.88,5.88,1.000,0.000
